feature_name,modality,source_column,rationale
pb.c1q_cd16_monocyte_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'c1q_cd16_monocyte'. Mean z-score over HALLMARK_IL2_STAT5_SIGNALING genes. T cell survival / homeostatic proliferation; declines with aging. Z-scored within cell type across 92 baseline samples. Included.
pb.c1q_cd16_monocyte_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'c1q_cd16_monocyte'. Mean z-score over HALLMARK_INFLAMMATORY_RESPONSE genes. TNF/IL-1/IL-6-driven inflammaging. Z-scored within cell type across 92 baseline samples. Included.
pb.c1q_cd16_monocyte_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'c1q_cd16_monocyte'. Mean z-score over HALLMARK_TNFA_SIGNALING_VIA_NFKB genes. NFkB regulatory arm; distinct from general inflammatory state. Z-scored within cell type across 92 baseline samples. Included.
pb.cd14_cdc2_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd14_cdc2'. Mean z-score over HALLMARK_INTERFERON_ALPHA_RESPONSE genes. Type I IFN; pDC-produced; innate antiviral response. Z-scored within cell type across 92 baseline samples. Included.
pb.cd14_cdc2_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd14_cdc2'. Mean z-score over HALLMARK_INTERFERON_GAMMA_RESPONSE genes. Type II IFN / antiviral / CMV-driven ISG state. Z-scored within cell type across 92 baseline samples. Included.
pb.cd14_cdc2_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd14_cdc2'. Mean z-score over HALLMARK_IL2_STAT5_SIGNALING genes. T cell survival / homeostatic proliferation; declines with aging. Z-scored within cell type across 92 baseline samples. Included.
pb.cd14_cdc2_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd14_cdc2'. Mean z-score over HALLMARK_INFLAMMATORY_RESPONSE genes. TNF/IL-1/IL-6-driven inflammaging. Z-scored within cell type across 92 baseline samples. Included.
pb.cd14_cdc2_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd14_cdc2'. Mean z-score over HALLMARK_TNFA_SIGNALING_VIA_NFKB genes. NFkB regulatory arm; distinct from general inflammatory state. Z-scored within cell type across 92 baseline samples. Included.
pb.cd27_effector_b_cell_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd27_effector_b_cell'. Mean z-score over HALLMARK_INTERFERON_ALPHA_RESPONSE genes. Type I IFN; pDC-produced; innate antiviral response. Z-scored within cell type across 92 baseline samples. Included.
pb.cd27_effector_b_cell_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd27_effector_b_cell'. Mean z-score over HALLMARK_INTERFERON_GAMMA_RESPONSE genes. Type II IFN / antiviral / CMV-driven ISG state. Z-scored within cell type across 92 baseline samples. Included.
pb.cd27_effector_b_cell_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd27_effector_b_cell'. Mean z-score over HALLMARK_IL2_STAT5_SIGNALING genes. T cell survival / homeostatic proliferation; declines with aging. Z-scored within cell type across 92 baseline samples. Included.
pb.cd27_effector_b_cell_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd27_effector_b_cell'. Mean z-score over HALLMARK_INFLAMMATORY_RESPONSE genes. TNF/IL-1/IL-6-driven inflammaging. Z-scored within cell type across 92 baseline samples. Included.
pb.cd27_effector_b_cell_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd27_effector_b_cell'. Mean z-score over HALLMARK_TNFA_SIGNALING_VIA_NFKB genes. NFkB regulatory arm; distinct from general inflammatory state. Z-scored within cell type across 92 baseline samples. Included.
pb.cd4_mait_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd4_mait'. Mean z-score over HALLMARK_INTERFERON_ALPHA_RESPONSE genes. Type I IFN; pDC-produced; innate antiviral response. Z-scored within cell type across 92 baseline samples. Included.
pb.cd4_mait_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd4_mait'. Mean z-score over HALLMARK_INTERFERON_GAMMA_RESPONSE genes. Type II IFN / antiviral / CMV-driven ISG state. Z-scored within cell type across 92 baseline samples. Included.
pb.cd4_mait_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd4_mait'. Mean z-score over HALLMARK_IL2_STAT5_SIGNALING genes. T cell survival / homeostatic proliferation; declines with aging. Z-scored within cell type across 92 baseline samples. Included.
pb.cd4_mait_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd4_mait'. Mean z-score over HALLMARK_INFLAMMATORY_RESPONSE genes. TNF/IL-1/IL-6-driven inflammaging. Z-scored within cell type across 92 baseline samples. Included.
pb.cd4_mait_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd4_mait'. Mean z-score over HALLMARK_TNFA_SIGNALING_VIA_NFKB genes. NFkB regulatory arm; distinct from general inflammatory state. Z-scored within cell type across 92 baseline samples. Included.
pb.cd56bright_nk_cell_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd56bright_nk_cell'. Mean z-score over HALLMARK_INTERFERON_ALPHA_RESPONSE genes. Type I IFN; pDC-produced; innate antiviral response. Z-scored within cell type across 92 baseline samples. Included.
pb.cd56bright_nk_cell_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd56bright_nk_cell'. Mean z-score over HALLMARK_INTERFERON_GAMMA_RESPONSE genes. Type II IFN / antiviral / CMV-driven ISG state. Z-scored within cell type across 92 baseline samples. Included.
pb.cd56bright_nk_cell_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd56bright_nk_cell'. Mean z-score over HALLMARK_IL2_STAT5_SIGNALING genes. T cell survival / homeostatic proliferation; declines with aging. Z-scored within cell type across 92 baseline samples. Included.
pb.cd56bright_nk_cell_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd56bright_nk_cell'. Mean z-score over HALLMARK_INFLAMMATORY_RESPONSE genes. TNF/IL-1/IL-6-driven inflammaging. Z-scored within cell type across 92 baseline samples. Included.
pb.cd56bright_nk_cell_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd56bright_nk_cell'. Mean z-score over HALLMARK_TNFA_SIGNALING_VIA_NFKB genes. NFkB regulatory arm; distinct from general inflammatory state. Z-scored within cell type across 92 baseline samples. Included.
pb.cd8_mait_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd8_mait'. Mean z-score over HALLMARK_INTERFERON_ALPHA_RESPONSE genes. Type I IFN; pDC-produced; innate antiviral response. Z-scored within cell type across 92 baseline samples. Included.
pb.cd8_mait_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd8_mait'. Mean z-score over HALLMARK_INTERFERON_GAMMA_RESPONSE genes. Type II IFN / antiviral / CMV-driven ISG state. Z-scored within cell type across 92 baseline samples. Included.
pb.cd8_mait_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd8_mait'. Mean z-score over HALLMARK_IL2_STAT5_SIGNALING genes. T cell survival / homeostatic proliferation; declines with aging. Z-scored within cell type across 92 baseline samples. Included.
pb.cd8_mait_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd8_mait'. Mean z-score over HALLMARK_INFLAMMATORY_RESPONSE genes. TNF/IL-1/IL-6-driven inflammaging. Z-scored within cell type across 92 baseline samples. Included.
pb.cd8_mait_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd8_mait'. Mean z-score over HALLMARK_TNFA_SIGNALING_VIA_NFKB genes. NFkB regulatory arm; distinct from general inflammatory state. Z-scored within cell type across 92 baseline samples. Included.
pb.cd8aa_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd8aa'. Mean z-score over HALLMARK_INTERFERON_ALPHA_RESPONSE genes. Type I IFN; pDC-produced; innate antiviral response. Z-scored within cell type across 92 baseline samples. Included.
pb.cd8aa_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd8aa'. Mean z-score over HALLMARK_INTERFERON_GAMMA_RESPONSE genes. Type II IFN / antiviral / CMV-driven ISG state. Z-scored within cell type across 92 baseline samples. Included.
pb.cd8aa_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd8aa'. Mean z-score over HALLMARK_IL2_STAT5_SIGNALING genes. T cell survival / homeostatic proliferation; declines with aging. Z-scored within cell type across 92 baseline samples. Included.
pb.cd8aa_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd8aa'. Mean z-score over HALLMARK_INFLAMMATORY_RESPONSE genes. TNF/IL-1/IL-6-driven inflammaging. Z-scored within cell type across 92 baseline samples. Included.
pb.cd8aa_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd8aa'. Mean z-score over HALLMARK_TNFA_SIGNALING_VIA_NFKB genes. NFkB regulatory arm; distinct from general inflammatory state. Z-scored within cell type across 92 baseline samples. Included.
pb.cd95_memory_b_cell_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd95_memory_b_cell'. Mean z-score over HALLMARK_INTERFERON_ALPHA_RESPONSE genes. Type I IFN; pDC-produced; innate antiviral response. Z-scored within cell type across 92 baseline samples. Included.
pb.cd95_memory_b_cell_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd95_memory_b_cell'. Mean z-score over HALLMARK_INTERFERON_GAMMA_RESPONSE genes. Type II IFN / antiviral / CMV-driven ISG state. Z-scored within cell type across 92 baseline samples. Included.
pb.cd95_memory_b_cell_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd95_memory_b_cell'. Mean z-score over HALLMARK_IL2_STAT5_SIGNALING genes. T cell survival / homeostatic proliferation; declines with aging. Z-scored within cell type across 92 baseline samples. Included.
pb.cd95_memory_b_cell_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd95_memory_b_cell'. Mean z-score over HALLMARK_INFLAMMATORY_RESPONSE genes. TNF/IL-1/IL-6-driven inflammaging. Z-scored within cell type across 92 baseline samples. Included.
pb.cd95_memory_b_cell_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd95_memory_b_cell'. Mean z-score over HALLMARK_TNFA_SIGNALING_VIA_NFKB genes. NFkB regulatory arm; distinct from general inflammatory state. Z-scored within cell type across 92 baseline samples. Included.
pb.cdc1_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cdc1'. Mean z-score over HALLMARK_INTERFERON_ALPHA_RESPONSE genes. Type I IFN; pDC-produced; innate antiviral response. Z-scored within cell type across 92 baseline samples. Included.
pb.cdc1_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cdc1'. Mean z-score over HALLMARK_INTERFERON_GAMMA_RESPONSE genes. Type II IFN / antiviral / CMV-driven ISG state. Z-scored within cell type across 92 baseline samples. Included.
pb.cdc1_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cdc1'. Mean z-score over HALLMARK_IL2_STAT5_SIGNALING genes. T cell survival / homeostatic proliferation; declines with aging. Z-scored within cell type across 92 baseline samples. Included.
pb.cdc1_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cdc1'. Mean z-score over HALLMARK_INFLAMMATORY_RESPONSE genes. TNF/IL-1/IL-6-driven inflammaging. Z-scored within cell type across 92 baseline samples. Included.
pb.cdc1_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cdc1'. Mean z-score over HALLMARK_TNFA_SIGNALING_VIA_NFKB genes. NFkB regulatory arm; distinct from general inflammatory state. Z-scored within cell type across 92 baseline samples. Included.
pb.clp_cell_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'clp_cell'. Mean z-score over HALLMARK_INTERFERON_ALPHA_RESPONSE genes. Type I IFN; pDC-produced; innate antiviral response. Z-scored within cell type across 92 baseline samples. FLAGGED FOR POTENTIAL EXCLUSION: progenitor, contaminant, or activation-artifact cell type; discuss before BN fitting."
pb.clp_cell_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'clp_cell'. Mean z-score over HALLMARK_INTERFERON_GAMMA_RESPONSE genes. Type II IFN / antiviral / CMV-driven ISG state. Z-scored within cell type across 92 baseline samples. FLAGGED FOR POTENTIAL EXCLUSION: progenitor, contaminant, or activation-artifact cell type; discuss before BN fitting."
pb.clp_cell_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'clp_cell'. Mean z-score over HALLMARK_IL2_STAT5_SIGNALING genes. T cell survival / homeostatic proliferation; declines with aging. Z-scored within cell type across 92 baseline samples. FLAGGED FOR POTENTIAL EXCLUSION: progenitor, contaminant, or activation-artifact cell type; discuss before BN fitting."
pb.clp_cell_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'clp_cell'. Mean z-score over HALLMARK_INFLAMMATORY_RESPONSE genes. TNF/IL-1/IL-6-driven inflammaging. Z-scored within cell type across 92 baseline samples. FLAGGED FOR POTENTIAL EXCLUSION: progenitor, contaminant, or activation-artifact cell type; discuss before BN fitting."
pb.clp_cell_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'clp_cell'. Mean z-score over HALLMARK_TNFA_SIGNALING_VIA_NFKB genes. NFkB regulatory arm; distinct from general inflammatory state. Z-scored within cell type across 92 baseline samples. FLAGGED FOR POTENTIAL EXCLUSION: progenitor, contaminant, or activation-artifact cell type; discuss before BN fitting."
pb.cm_cd4_t_cell_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cm_cd4_t_cell'. Mean z-score over HALLMARK_INTERFERON_ALPHA_RESPONSE genes. Type I IFN; pDC-produced; innate antiviral response. Z-scored within cell type across 92 baseline samples. Included.
pb.cm_cd4_t_cell_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cm_cd4_t_cell'. Mean z-score over HALLMARK_INTERFERON_GAMMA_RESPONSE genes. Type II IFN / antiviral / CMV-driven ISG state. Z-scored within cell type across 92 baseline samples. Included.
pb.cm_cd4_t_cell_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cm_cd4_t_cell'. Mean z-score over HALLMARK_IL2_STAT5_SIGNALING genes. T cell survival / homeostatic proliferation; declines with aging. Z-scored within cell type across 92 baseline samples. Included.
pb.cm_cd4_t_cell_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cm_cd4_t_cell'. Mean z-score over HALLMARK_INFLAMMATORY_RESPONSE genes. TNF/IL-1/IL-6-driven inflammaging. Z-scored within cell type across 92 baseline samples. Included.
pb.cm_cd4_t_cell_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cm_cd4_t_cell'. Mean z-score over HALLMARK_TNFA_SIGNALING_VIA_NFKB genes. NFkB regulatory arm; distinct from general inflammatory state. Z-scored within cell type across 92 baseline samples. Included.
pb.cm_cd8_t_cell_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cm_cd8_t_cell'. Mean z-score over HALLMARK_INTERFERON_ALPHA_RESPONSE genes. Type I IFN; pDC-produced; innate antiviral response. Z-scored within cell type across 92 baseline samples. Included.
pb.cm_cd8_t_cell_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cm_cd8_t_cell'. Mean z-score over HALLMARK_INTERFERON_GAMMA_RESPONSE genes. Type II IFN / antiviral / CMV-driven ISG state. Z-scored within cell type across 92 baseline samples. Included.
pb.cm_cd8_t_cell_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cm_cd8_t_cell'. Mean z-score over HALLMARK_IL2_STAT5_SIGNALING genes. T cell survival / homeostatic proliferation; declines with aging. Z-scored within cell type across 92 baseline samples. Included.
